"stock_symbol","rec_date","direction","complete_url"
"CBI","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"GE","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"RIG","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"TSO","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"JEC","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"MOS","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"PHM","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"CHK","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"FLR","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"ADM","20081124","positive","http://www.investorplace.com/2008/11/top-10-stocks-for-2009/"
"AATI","20090609","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"AAV","20070925","positive","http://www.a1stockpicks.com/historyseptember2007.php"
"AB","20100426","positive","http://www.investorplace.com/2010/04/stock-upgrade-downgrade-are-ab-bac-bam-nyb-amtd-zion-amp-cs-gs-hcbk-mtu-ntrs-trow-ubs-wfc/"
"ABI","20070604","positive","http://www.a1stockpicks.com/historyjune2007.php"
"ABI","20070621","positive","http://www.a1stockpicks.com/historyjune2007.php"
"ABV","20100420","positive","http://www.investorplace.com/2010/04/stock-upgrades-bp-boeing-ba-credit-suisse-earnings/"
"ABVT","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"ACGL","20090714","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"ACH","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"ACL","20090804","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"ACMR","20071024","positive","http://www.a1stockpicks.com/historyoctober2007.php"
"ACV","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"ADI","20090609","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"ADI","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"ADM","20091001","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"AEO","20090701","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"AEO","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"AEP","20070727","positive","http://www.a1stockpicks.com/historyjuly2007.php"
"AEP","20090614","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"AEP","20100405","positive","http://www.investorplace.com/2010/04/upgrades-boeing-ba-hitachi-hit-xerox-xrx-yum/"
"AET","20100412","negative","http://www.investorplace.com/2010/04/stock-downgrades-bac-ba-pc-tm/"
"AFFX","20070807","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"AFG","20090714","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"AGN","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"AGU","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"AHL","20090714","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"AHS","20070412","positive","http://www.a1stockpicks.com/historyapril2007.php"
"AKAM","20071009","positive","http://www.a1stockpicks.com/historyoctober2007.php"
"ALE","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"ALK","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"ALTR","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"AMAT","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"AMD","20070419","positive","http://www.a1stockpicks.com/historyapril2007.php"
"AMD","20070511","positive","http://www.a1stockpicks.com/historymay2007.php"
"AMD","20070622","positive","http://www.a1stockpicks.com/historyjune2007.php"
"AMED","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"AMN","20090730","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"AMOV","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"AMTD","20070823","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"ANDE","20071217","positive","http://www.a1stockpicks.com/historydecember2007.php"
"ANDE","20091001","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"ANN","20100510","positive","http://www.investorplace.com/2010/05/stock-upgrade-downgrade-macys-m-kohls-kss-home-depot-hd-jwn-urbn-rl-gps-lux-deck-josb-sks-cost-ltd-tjx/"
"ANR","20070830","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"AON","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"APEI","20090512","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"APOG","20090730","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"APPB","20070614","positive","http://www.a1stockpicks.com/historyjune2007.php"
"ARAY","20090528","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"ARM","20071224","positive","http://www.a1stockpicks.com/historydecember2007.php"
"ARO","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"ARP","20071008","positive","http://www.a1stockpicks.com/historyoctober2007.php"
"ARUN","20071231","positive","http://www.a1stockpicks.com/historydecember2007.php"
"ASCMA","20100504","negative","http://www.investorplace.com/2010/05/siri-sirius-xm-twx-time-warner-cvc-cjr-gsol-tv-jrn-lamr-meg-sni-ascma-bsy-ipg-morn-wppgy-stock-upgrade-downgrade/"
"ASF","20090721","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"ASF","20090730","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"ASF","20090914","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"ASPM","20090528","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"ASPV","20070420","positive","http://www.a1stockpicks.com/historyapril2007.php"
"ASR","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"ASTI","20090609","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"ATHR","20090609","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"ATML","20090521","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"ATML","20090609","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"ATNI","20090826","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"ATO","20090826","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"ATR","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"ATU","20090601","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"AUO","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"AVA","20090614","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"AVR","20071102","positive","http://www.a1stockpicks.com/historynovember2007.php"
"AWI","20090730","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"AXP","20090416","negative","http://www.investorplace.com/2009/04/stocks-to-avoid-in-2009/"
"AXP","20091119","negative","http://www.investorplace.com/2009/11/stocks-to-sell/"
"AXS","20090714","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"AZN","20090804","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"AZPN","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"AZZ","20070822","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"BA","20090416","negative","http://www.investorplace.com/2009/04/stocks-to-avoid-in-2009/"
"BA","20091119","negative","http://www.investorplace.com/2009/11/stocks-to-sell/"
"BA","20100405","positive","http://www.investorplace.com/2010/04/upgrades-boeing-ba-hitachi-hit-xerox-xrx-yum/"
"BA","20100420","positive","http://www.investorplace.com/2010/04/stock-upgrades-bp-boeing-ba-credit-suisse-earnings/"
"BAC","20100412","negative","http://www.investorplace.com/2010/04/stock-downgrades-bac-ba-pc-tm/"
"BBL","20090611","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"BBT","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"BCH","20100412","positive","http://www.investorplace.com/2010/04/stock-upgrades-costco-cost-eli-lilly-lly-shell-rds-walmart-wmt/"
"BCPC","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"BCR","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"BCS","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"BDX","20090512","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"BEAS","20070510","positive","http://www.a1stockpicks.com/historymay2007.php"
"BEAV","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"BEBE","20090730","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"BEST","20091001","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"BG","20091001","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"BGP","20071207","positive","http://www.a1stockpicks.com/historydecember2007.php"
"BHP","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"BIO","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"BKE","20090701","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"BKI","20080509","positive","http://www.a1stockpicks.com/historymay2008.php"
"BLKB","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"BNS","20100405","positive","http://www.investorplace.com/2010/04/upgrades-boeing-ba-hitachi-hit-xerox-xrx-yum/"
"BOW","20070411","positive","http://www.a1stockpicks.com/historyapril2007.php"
"BOW","20070605","positive","http://www.a1stockpicks.com/historyjune2007.php"
"BP","20100420","positive","http://www.investorplace.com/2010/04/stock-upgrades-bp-boeing-ba-credit-suisse-earnings/"
"BPL","20080331","positive","http://www.investorplace.com/2008/03/my-top-three-stock-picks-for-2008/"
"BRCM","20090609","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"BRCM","20100420","positive","http://www.investorplace.com/2010/04/stock-upgrades-bp-boeing-ba-credit-suisse-earnings/"
"BRKS","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"BSX","20070417","positive","http://www.a1stockpicks.com/historyapril2007.php"
"BUCY","20090601","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"BW","20090611","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"BWLD","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"BXP","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"CAB","20070821","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"CAB","20100510","positive","http://www.investorplace.com/2010/05/stock-upgrade-downgrade-macys-m-kohls-kss-home-depot-hd-jwn-urbn-rl-gps-lux-deck-josb-sks-cost-ltd-tjx/"
"CACH","20070705","positive","http://www.a1stockpicks.com/historyjuly2007.php"
"CAJ","20100405","positive","http://www.investorplace.com/2010/04/upgrades-boeing-ba-hitachi-hit-xerox-xrx-yum/"
"CAJ","20100420","positive","http://www.investorplace.com/2010/04/stock-upgrades-bp-boeing-ba-credit-suisse-earnings/"
"CAO","20071016","positive","http://www.a1stockpicks.com/historyoctober2007.php"
"CB","20100405","negative","http://www.investorplace.com/2010/04/downgrades-fedex-fdx-honda-hmc-rimm-rbs/"
"CBI","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"CBK","20090701","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"CBT","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"CCF","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"CCMP","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"CDI","20090721","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"CDI","20090730","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"CE","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"CECO","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"CELG","20100405","positive","http://www.investorplace.com/2010/04/upgrades-boeing-ba-hitachi-hit-xerox-xrx-yum/"
"CEO","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"CHA","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"CHL","20090601","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"CHS","20071010","positive","http://www.a1stockpicks.com/historyoctober2007.php"
"CHS","20100510","positive","http://www.investorplace.com/2010/05/stock-upgrade-downgrade-macys-m-kohls-kss-home-depot-hd-jwn-urbn-rl-gps-lux-deck-josb-sks-cost-ltd-tjx/"
"CHU","20090601","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"CI","20090621","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"CINF","20090714","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"CJR","20100504","positive","http://www.investorplace.com/2010/05/siri-sirius-xm-twx-time-warner-cvc-cjr-gsol-tv-jrn-lamr-meg-sni-ascma-bsy-ipg-morn-wppgy-stock-upgrade-downgrade/"
"CLW","20090826","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"CLWR","20070907","positive","http://www.a1stockpicks.com/historyseptember2007.php"
"CMC","20090701","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"CME","20100412","negative","http://www.investorplace.com/2010/04/stock-downgrades-bac-ba-pc-tm/"
"CMS","20090614","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"CNI","20100412","negative","http://www.investorplace.com/2010/04/stock-downgrades-bac-ba-pc-tm/"
"CNL","20090614","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"CNMD","20090528","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"COF","20090416","negative","http://www.investorplace.com/2009/04/stocks-to-avoid-in-2009/"
"COL","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"COLM","20090914","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"COO","20070910","positive","http://www.a1stockpicks.com/historyseptember2007.php"
"COST","20100412","positive","http://www.investorplace.com/2010/04/stock-upgrades-costco-cost-eli-lilly-lly-shell-rds-walmart-wmt/"
"COV","20100405","positive","http://www.investorplace.com/2010/04/upgrades-boeing-ba-hitachi-hit-xerox-xrx-yum/"
"CPLA","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"CPO","20090512","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"CRDN","20090914","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"CRH","20100405","negative","http://www.investorplace.com/2010/04/downgrades-fedex-fdx-honda-hmc-rimm-rbs/"
"CRNT","20090528","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"CRS","20090521","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"CS","20100426","negative","http://www.investorplace.com/2010/04/stock-upgrade-downgrade-are-ab-bac-bam-nyb-amtd-zion-amp-cs-gs-hcbk-mtu-ntrs-trow-ubs-wfc/"
"CSH","20090601","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"CSX","20070927","positive","http://www.a1stockpicks.com/historyseptember2007.php"
"CT","20070814","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"CTR","20090601","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"CTR","20090701","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"CTR","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"CTS","20090528","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"CTSH","20070914","positive","http://www.a1stockpicks.com/historyseptember2007.php"
"CTX","20070710","positive","http://www.a1stockpicks.com/historyjuly2007.php"
"CTX","20071011","positive","http://www.a1stockpicks.com/historyoctober2007.php"
"CVC","20100504","positive","http://www.investorplace.com/2010/05/siri-sirius-xm-twx-time-warner-cvc-cjr-gsol-tv-jrn-lamr-meg-sni-ascma-bsy-ipg-morn-wppgy-stock-upgrade-downgrade/"
"CW","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"CWTR","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"CY","20090521","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"CY","20090609","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"CY","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"CYBX","20070817","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"CYT","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"CZZ","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"D","20100420","positive","http://www.investorplace.com/2010/04/stock-upgrades-bp-boeing-ba-credit-suisse-earnings/"
"DAL","20090416","negative","http://www.investorplace.com/2009/04/stocks-to-avoid-in-2009/"
"DB","20100405","negative","http://www.investorplace.com/2010/04/downgrades-fedex-fdx-honda-hmc-rimm-rbs/"
"DBRN","20070510","positive","http://www.a1stockpicks.com/historymay2007.php"
"DBRN","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"DBRN","20100510","positive","http://www.investorplace.com/2010/05/stock-upgrade-downgrade-macys-m-kohls-kss-home-depot-hd-jwn-urbn-rl-gps-lux-deck-josb-sks-cost-ltd-tjx/"
"DCM","20100420","positive","http://www.investorplace.com/2010/04/stock-upgrades-bp-boeing-ba-credit-suisse-earnings/"
"DD","20090416","negative","http://www.investorplace.com/2009/04/stocks-to-avoid-in-2009/"
"DD","20091119","negative","http://www.investorplace.com/2009/11/stocks-to-sell/"
"DDS","20070828","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"DDS","20071030","positive","http://www.a1stockpicks.com/historyoctober2007.php"
"DECK","20100510","positive","http://www.investorplace.com/2010/05/stock-upgrade-downgrade-macys-m-kohls-kss-home-depot-hd-jwn-urbn-rl-gps-lux-deck-josb-sks-cost-ltd-tjx/"
"DEO","20100412","positive","http://www.investorplace.com/2010/04/stock-upgrades-costco-cost-eli-lilly-lly-shell-rds-walmart-wmt/"
"DFS","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"DFS","20100412","negative","http://www.investorplace.com/2010/04/stock-downgrades-bac-ba-pc-tm/"
"DGX","20100405","positive","http://www.investorplace.com/2010/04/upgrades-boeing-ba-hitachi-hit-xerox-xrx-yum/"
"DHI","20071204","positive","http://www.a1stockpicks.com/historydecember2007.php"
"DLLR","20080528","positive","http://www.a1stockpicks.com/historymay2008.php"
"DORM","20090611","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"DOV","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"DRE","20070703","positive","http://www.a1stockpicks.com/historyjuly2007.php"
"DSPG","20090528","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"DSW","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"DSW","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"DUG","20071023","positive","http://www.a1stockpicks.com/historyoctober2007.php"
"DUG","20080527","positive","http://www.a1stockpicks.com/historymay2008.php"
"DVN","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"DW","20090730","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"DWA","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"DY","20090521","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"ECL","20100412","negative","http://www.investorplace.com/2010/04/stock-downgrades-bac-ba-pc-tm/"
"ED","20100412","negative","http://www.investorplace.com/2010/04/stock-downgrades-bac-ba-pc-tm/"
"EDE","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"ELON","20080513","positive","http://www.a1stockpicks.com/historymay2008.php"
"EMN","20090416","negative","http://www.investorplace.com/2009/04/stocks-to-avoid-in-2009/"
"EMN","20091119","negative","http://www.investorplace.com/2009/11/stocks-to-sell/"
"ENB","20100405","positive","http://www.investorplace.com/2010/04/upgrades-boeing-ba-hitachi-hit-xerox-xrx-yum/"
"ENH","20090714","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"ENTR","20090521","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"EPD","20080331","positive","http://www.investorplace.com/2008/03/my-top-three-stock-picks-for-2008/"
"EPEX","20070608","positive","http://www.a1stockpicks.com/historyjune2007.php"
"EPL","20070524","positive","http://www.a1stockpicks.com/historymay2007.php"
"EQR","20070820","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"ERIC","20090528","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"ERJ","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"ESL","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"ETP","20080331","positive","http://www.investorplace.com/2008/03/my-top-three-stock-picks-for-2008/"
"ETP","20100420","positive","http://www.investorplace.com/2010/04/stock-upgrades-bp-boeing-ba-credit-suisse-earnings/"
"ETR","20090614","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"ETR","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"EXC","20090614","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"EXC","20100419","negative","http://www.investorplace.com/2010/04/stock-downgrades-google-goog-lockheed-lmt-earnings-sony-sne/"
"EXM","20080501","positive","http://www.a1stockpicks.com/historymay2008.php"
"EXM","20080506","positive","http://www.a1stockpicks.com/historymay2008.php"
"EZPW","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"FALC","20071220","positive","http://www.a1stockpicks.com/historydecember2007.php"
"FCS","20090609","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"FDP","20091001","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"FE","20090614","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"FEED","20090512","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"FIF","20090512","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"FL","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"FLOW","20070405","positive","http://www.a1stockpicks.com/historyapril2007.php"
"FLR","20090721","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=3"
"FLR","20100412","negative","http://www.investorplace.com/2010/04/stock-downgrades-bac-ba-pc-tm/"
"FLS","20090601","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"FMD","20070911","positive","http://www.a1stockpicks.com/historyseptember2007.php"
"FOE","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"FORM","20070726","positive","http://www.a1stockpicks.com/historyjuly2007.php"
"FOSL","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"FRX","20090512","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"FTEK","20070424","positive","http://www.a1stockpicks.com/historyapril2007.php"
"GAS","20090826","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
"GBX","20070731","positive","http://www.a1stockpicks.com/historyjuly2007.php"
"GCA","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"GCI","20070824","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"GD","20090601","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=4"
"GGB","20100412","positive","http://www.investorplace.com/2010/04/stock-upgrades-costco-cost-eli-lilly-lly-shell-rds-walmart-wmt/"
"GGC","20070403","positive","http://www.a1stockpicks.com/historyapril2007.php"
"GGC","20070425","positive","http://www.a1stockpicks.com/historyapril2007.php"
"GGC","20070502","positive","http://www.a1stockpicks.com/historymay2007.php"
"GIGM","20070815","positive","http://www.a1stockpicks.com/historyaugust2007.php"
"GLRE","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"GNTX","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"GOLD","20100420","positive","http://www.investorplace.com/2010/04/small-cap-stocks-upgrades-altr-hcbk-gold-wat-pre-mxim/"
"GPS","20100412","positive","http://www.investorplace.com/2010/04/stock-upgrades-costco-cost-eli-lilly-lly-shell-rds-walmart-wmt/"
"GPX","20090723","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"GR","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"GRA","20090527","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=5"
"GRC","20090819","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx?page=2"
"GRO","20091001","positive","http://www.synergeticstocks.com/category/Bullish-stocks.aspx"
